Time,IDX0GBPEURCR,IDX0USDEURCR,ER01,ER02,HE00,H0A0,EU0009658152,FTPTT100,GDUEEGF,MSCI0GDLETCF,SPTR,NASDAQ100,IDX00GOLDBUL,IDX000WTIOIL,IDX00DJUBSCM
8/3/2001,-0.0037990000000000003,-0.008062,0.0015550000000000002,0.0017850000000000001,0.031073000000000003,0.00835,0.010392,0.027413,0.023548,-0.027166000000000003,0.007486,0.025381,0.002225,0.022206,-0.010255
8/10/2001,-0.014191,-0.010226,0.003259,0.005246,-0.007134000000000001,0.005418,-0.048752,-0.020881999999999998,-0.016781,-0.055936,-0.019518,-0.062837,0.0222,0.015568,0.013503
8/17/2001,-0.011922,-0.027167,0.0015710000000000001,0.0014349999999999999,-0.015131,-0.00047999999999999996,-0.017641,-0.013566,-0.003775,-0.038499,-0.023281,-0.062363999999999996,0.018739,-0.048485,-0.006221
8/24/2001,0.0030399999999999997,0.004214,-0.00093,-0.003326,-0.030888,-0.0047420000000000006,0.034809,0.025702999999999997,-0.005101,-0.12661,0.019871,0.041567,-0.025155,0.054702,-0.005416
8/31/2001,0.009788,0.0019309999999999998,0.003254,0.005475,0.012214000000000001,0.003594,-0.037107,-0.023193000000000002,-0.001614,0.006714,-0.043037,-0.069586,0.005811,-0.033748,-0.0008029999999999999
9/7/2001,0.010739,0.005136,-0.002735,-0.0060409999999999995,-0.004911,-0.004291,-0.076963,-0.050963,-0.026736000000000003,-0.08495499999999999,-0.041924,-0.07854,-0.005032,0.030514999999999997,-0.005911
9/14/2001,-0.009758,-0.014495,0.0050810000000000004,0.0044009999999999995,-0.027818,-0.028444,-0.10568699999999999,-0.061852,-0.100222,-0.038952999999999995,0.0062369999999999995,0.008211,0.062496,0.066357,-0.004521
9/21/2001,-0.001372,0.006154,-0.000531,-0.003654,-0.083972,-0.023621,-0.069078,-0.067066,-0.057665999999999995,0.030523,-0.115629,-0.17463099999999998,0.0020570000000000002,-0.151221,-0.02678
9/28/2001,0.016211,0.003632,0.0017800000000000001,0.003244,-0.006377000000000001,-0.014984,0.145596,0.10678499999999999,0.024234000000000002,0.065874,0.078196,0.036754,0.0037530000000000003,-0.076468,-0.033974000000000004
10/5/2001,-0.000745,-0.00772,0.003956,0.004229999999999999,0.024205,-0.000455,0.015578999999999999,0.027155000000000002,0.0057280000000000005,0.035033,0.029686,0.088465,-0.005083,-0.044388,-0.011687999999999999
10/12/2001,-0.013561000000000002,0.007233,-0.0017620000000000001,-0.00145,0.042642,0.012481,0.045141,0.021807,0.039919,-0.016076,0.01909,0.09601900000000001,-0.023253,0.004913,-0.017240000000000002
10/19/2001,-0.00011899999999999999,0.013438,0.0025109999999999998,0.00324,0.005473,0.011442,-0.026216000000000003,-0.024661000000000002,0.004529,-0.070246,-0.016551,-0.033181999999999996,-0.017494,-0.029778,-0.015893
10/26/2001,0.009629,0.006696,0.002473,0.005721,0.00599,0.00576,0.060155999999999994,0.034158999999999995,0.028564999999999997,0.095218,0.029016000000000004,0.079631,-0.008565999999999999,0.009162,-0.00165
11/2/2001,0.00744,-0.010993000000000001,0.0032890000000000003,0.007453,-0.002977,0.00405,-0.029905,-0.010927,-0.005751,-0.005076,-0.015390000000000001,-0.020015,0.008948999999999999,-0.083522,-0.017821
11/9/2001,0.005414,0.009589,0.0033420000000000004,0.00403,0.018672,0.0097,0.04653,0.022471,0.037251,0.020569999999999998,0.030899,0.062548,-0.009726,0.10054500000000001,0.028451
