;IDX0AUDEURCR;IDX0CHFEURCR;IDX0GBPEURCR;IDX0JPYEURCR;IDX0NOKEURCR;IDX0USDEURCR;IDX0BRLEURCR;IDX0MXNEURCR;IDX0IDREURCR;IDX0INREURCR;IDX0PHPEURCR;IDX0CNYUSDCR;IDX0SGDEURCR;JPMIT1T3;JPMIT3T5;JPMIT5T7;JPMES3T5;JPMES5T7;JPMPT3T5;JPMPT5T7;JPMEMU1T3;JPMEMUGBI;JPMDE5T7;JPMDE7T10;JPMUS3T5;JPMUS5T7;JPMUS7T10;JPILUILA;JPEIGLBL;JGENEMUL;JPEG103;JPEG305;JPEE13YR;JPEE35YR;ER01;ER02;HE00;H0A0;IDX0LX10TUUU;IDX0DBCDXHY5;IDX0DBCDIU5T;IDX0ITRXPX5I;EU0009658152;IDX00000SX7T;SWISSMIC;FTPTT100;GDUEEGF;MSCI0GDLETCF;SPTR;IDX0SPTRFINL;NASDAQ100;NIKKEITR;IDX00GOLDBUL;IDX000WTIOIL;IDX00DJUBSCM;IT0000000BOT;JPMCASH3M
02-mag-01;117.1985;101.6798;119.3772;113.662;118.7379;138.286;96.0827;208.3953;129.1419;147.1803;131.3537;110.1633;116.0355;173.14;195.0318;243.854;179.9164;213.0498;185.1711;213.1644;144.8372;167.4429;158.6885;163.1529;277.611;298.206;309.41;-9999;199.25;-9999;140.07262;138.44692;114.88132;138.50162;120.357;126.103;99.697;364.422;-9999;-9999;-9999;-9999;5702.66;445.26;9413.5;2764.14;459.542;27.132;1770.66;428.4;1962.42;-9999;154.75;27.8;108.4536;229.52;247.48
03-mag-01;117.2506;101.7354;120.0416;114.2276;118.8491;138.9047;97.8106;208.497;131.4811;147.8872;133.3132;110.1676;116.315;173.2897;195.3528;244.4175;180.3831;213.8094;185.4738;213.6006;144.9572;167.8549;159.0705;163.62;278.312;299.426;311.304;-9999;200.59;-9999;141.04148;139.25695;114.94052;138.85347;120.435;126.243;99.85;365.379;-9999;-9999;-9999;-9999;5585.08;440.9;9324.2;2699.35;460.062;27.275;1744.536;427.86;1877.8;-9999;155.27;28.45;109.1157;229.6;247.512
04-mag-01;116.9762;101.6787;120.0023;113.8835;118.9143;138.4959;97.8418;208.3801;132.7157;147.4967;132.4559;110.1728;115.7037;173.4339;195.6707;244.8748;180.6647;214.2859;185.786;214.0603;145.0873;168.1548;159.3583;163.9743;278.968;300.126;311.827;-9999;201.84;-9999;142.11365;140.10269;114.91999;138.87942;120.562;126.447;100.041;365.576;-9999;-9999;-9999;-9999;5605.18;440.81;9408;2748.26;457.533;26.279;1769.779;433.26;1923.81;-9999;155.16;28.36;109.0157;229.69;247.547
07-mag-01;116.9487;101.7296;120.2508;114.3518;119.0652;138.8343;97.5784;210.3031;133.1052;147.9036;132.8454;110.178;115.8322;173.464;195.7019;244.915;180.781;214.3127;185.8224;214.0937;145.1517;168.1983;159.4741;164.0082;279.15;300.251;311.817;-9999;202.65;-9999;143.44158;140.88015;-9999;-9999;120.668;126.61;100.144;366.106;-9999;-9999;-9999;-9999;5691.18;450.19;9533.5;2748.26;458.52;26.44;1765.492;430.15;1895.41;-9999;155.26;27.77;108.192;229.77;247.651
08-mag-01;117.3761;101.7449;119.9386;114.8643;119.7261;139.6621;96.8756;211.7663;134.0256;148.8322;133.7037;110.1677;116.8799;173.5819;195.8454;245.168;180.8298;214.4902;185.9412;214.2543;145.1949;168.2582;159.4667;164.0952;279.265;300.304;311.546;-9999;202.98;-9999;143.27729;141.27072;114.93677;138.98067;120.705;126.621;100.599;366.411;-9999;-9999;-9999;-9999;5638.23;442.11;9494;2755.81;456.448;26.353;1762.411;426.64;1929.24;-9999;154.79;27.39;107.9164;229.8;247.691
09-mag-01;119.2462;101.6946;119.3872;113.756;119.2445;139.4534;96.0319;211.337;132.3191;148.6559;133.0383;110.1855;116.5379;173.7884;196.1059;245.4972;181.1504;214.837;186.2528;214.6286;145.3784;168.5198;159.7263;164.3299;279.557;300.891;312.656;-9999;202.83;-9999;143.02576;141.3661;115.37434;140.07198;120.803;126.777;100.489;366.4;-9999;-9999;-9999;-9999;5606.67;440.23;9417.9;2759.32;456.279;26.71;1754.715;425.18;1876.87;-9999;157.78;28.23;108.271;229.89;247.726
10-mag-01;119.5448;102.1252;120.0713;114.0796;119.3316;140.2259;96.8068;212.75;132.0443;149.4302;133.9697;110.195;117.5692;174.2701;196.6577;246.0183;181.7128;215.3212;186.8501;215.1664;145.7658;168.7655;160.1199;164.452;278.602;299.404;310.431;-9999;203.21;-9999;143.18992;141.3939;115.57348;140.30192;121.108;127.115;100.777;366.205;-9999;-9999;-9999;-9999;5738.1;450.33;9564.5;2792.24;456.111;26.48;1754.462;426.25;1838.32;-9999;157.37;28.52;108.2946;230.11;247.777
11-mag-01;119.8962;102.3147;120.6476;114.9206;119.8562;141.2005;96.2104;213.9612;131.6942;150.4167;135.9002;110.1985;118.659;174.1913;196.4588;245.4536;181.4986;214.7083;186.6258;214.7233;145.6963;168.1951;159.6722;163.6272;276.739;296.641;306.652;-9999;200.61;-9999;140.71232;139.89162;115.67473;140.39844;121.049;126.97;100.874;365.87;-9999;-9999;-9999;-9999;5691.18;450.19;9603.7;2760.77;454.472;26.235;1741.332;421.24;1821.2;-9999;156.85;28.55;108.0314;230.21;247.939
14-mag-01;119.4867;102.4261;120.9014;114.2749;120.0368;141.3919;95.3919;216.1008;130.2392;150.3756;135.9991;110.2017;118.2501;174.0299;195.9658;244.6114;181.093;213.9534;186.172;214.0507;145.5772;167.6319;159.1003;162.8503;277.295;297.412;307.692;-9999;200.32;-9999;140.63923;139.66008;115.86237;140.61027;121.024;126.854;100.409;365.865;-9999;-9999;-9999;-9999;5627.27;447.54;9550.5;2664.18;449.304;25.368;1746.009;425.57;1795.06;-9999;157.02;28.71;108.0958;230.23;248.025
15-mag-01;119.5535;102.3516;120.6802;113.7105;119.8922;140.6809;93.8888;214.6129;128.802;149.5736;135.5677;110.2086;117.783;174.0582;195.88;244.5429;181.093;213.9534;186.0826;213.9205;145.5778;167.6491;158.9774;162.7879;277.235;297.014;306.752;-9999;200.49;-9999;141.05157;139.93122;115.87424;140.46097;121.014;126.829;100.437;366.147;-9999;-9999;-9999;-9999;5661.8;447.79;9644.9;2735.55;447.176;25.566;1746.747;428.52;1796.81;-9999;156.9;28.98;108.5899;230.27;248.056
16-mag-01;119.4236;102.3644;120.599;113.0013;120.0853;139.9606;94.3628;213.6289;129.0701;148.9494;134.9884;110.2128;117.6378;174.2022;196.2057;244.9578;181.1867;214.0876;186.3173;214.2586;145.6737;167.8852;159.2105;163.0347;277.47;297.319;307.411;-9999;202.69;-9999;142.80635;141.57931;116.01684;140.37061;121.068;126.965;98.891;365.481;-9999;-9999;-9999;-9999;5656.28;448.33;9671.6;2757.09;449.374;25.87;1796.724;439.6;1899.47;-9999;159.12;28.86;108.5779;230.31;248.089
17-mag-01;120.2041;102.1348;120.7304;113.8005;120.1154;139.9893;94.9447;217.9327;130.5663;149.089;134.9296;110.2196;118.156;174.1789;196.2167;244.9724;181.2218;214.1609;186.3955;214.473;145.6659;167.9645;159.2698;163.1164;277.158;297.441;307.712;-9999;204.17;-9999;143.46665;142.28105;116.03403;140.59374;121.074;126.994;98.778;365.54;-9999;-9999;-9999;-9999;5726.54;451.51;9763.1;2766.7;461.855;26.572;1801.634;436.88;1925.14;-9999;160.11;28.91;109.0405;230.36;248.123
18-mag-01;120.967;102.1154;121.5585;113.1126;120.5444;140.2088;95.2041;217.5759;129.9725;149.4321;134.9182;110.2227;117.6869;174.0688;196.0381;244.8045;181.0742;214.0661;186.2273;214.3442;145.5809;167.9995;159.1904;163.1547;277.066;297.198;308.098;-9999;205.47;-9999;144.22682;142.96818;116.35095;141.03382;121.024;126.961;98.71;366.06;-9999;-9999;-9999;-9999;5786;454.62;9787.2;2771.59;463.876;26.31;1806.834;435.54;1927.69;-9999;168.2;29.91;110.832;230.39;248.156
21-mag-01;120.9838;102.2877;122.2674;114.4746;121.0205;140.9417;95.0905;220.0715;129.6897;150.1311;134.4671;110.2152;118.5619;174.1057;196.1284;244.8168;181.1758;214.0742;186.3568;214.4813;145.6355;168.0603;159.2316;163.1341;277.141;297.224;308.288;-9999;205.54;-9999;144.14642;143.23061;116.50963;141.22864;121.075;127.021;98.371;366.32;-9999;-9999;-9999;-9999;5806.22;453.86;9806.4;2784.06;466.577;27.076;1836.021;440.78;2052.57;-9999;166.98;29.98;110.3076;230.41;248.251
22-mag-01;121.6264;102.4982;122.7802;115.7363;121.2265;142.7957;96.1859;223.1065;131.9205;152.023;136.5507;110.2249;120.0867;174.0287;195.949;244.471;181.0309;213.7451;186.2121;214.1728;145.5988;167.8368;158.9919;162.8208;277.311;297.345;308.289;-9999;206.72;-9999;144.90236;144.15829;116.59694;141.34977;121.042;126.919;98.812;366.596;-9999;-9999;-9999;-9999;5835.91;454.4;9849.7;2800.47;468.941;27.718;1831.204;446.37;2042.93;-9999;166.8;29.74;109.6928;230.43;248.285
23-mag-01;121.3226;102.7832;123.3032;119.5438;121.0024;144.2263;96.2074;223.2523;133.3076;153.726;138.9275;110.2331;121.8739;174.1347;196.0519;244.3896;181.0874;213.5857;186.3139;214.1893;145.6641;167.6458;158.8834;162.5302;277.588;297.437;308.31;-9999;206.53;-9999;144.93562;144.06619;116.91475;141.70046;121.107;126.893;99.179;366.677;-9999;-9999;-9999;-9999;5777.81;453.7;9857.5;2763.51;470.757;27.578;1802.84;443.08;1957.56;-9999;165.93;29.03;109.4202;230.43;248.309
24-mag-01;122.4092;102.9348;122.3527;119.8704;121.6748;144.2568;96.3006;223.0615;133.4014;153.808;138.9736;110.2391;121.9388;174.2253;196.1283;244.3365;181.1145;213.471;186.3395;214.1997;145.6905;167.6131;158.8834;162.5302;276.857;296.307;306.544;-9999;206.2;-9999;145.11633;144.11279;116.89119;141.64749;121.16;126.917;99.614;367.042;-9999;-9999;-9999;-9999;5810.18;454.78;9857.5;2772.16;469.098;27.47;1808.644;444.91;2003.37;-9999;163.19;27.91;108.3741;230.51;248.341
25-mag-01;121.5839;102.605;122.97;118.4127;121.7861;143.4995;96.8779;221.6498;132.7665;153.0467;138.106;110.2421;120.7206;174.1904;196.0033;244.0958;181.0259;213.2368;186.2581;214.0169;145.6916;167.3627;158.601;162.0609;277.138;296.606;306.723;-9999;205.54;-9999;144.76111;143.81861;116.92587;141.669;121.147;126.887;100.27;367.204;-9999;-9999;-9999;-9999;5730.29;449.24;9822.3;2759.92;466.919;27.608;1787.278;440.03;1960.74;-9999;162.49;27.8;107.4399;230.55;248.371
28-mag-01;121.8855;102.5219;122.8885;118.0816;121.6527;143.6299;96.478;221.8805;131.0595;153.2181;137.2548;110.2515;120.6424;174.1999;196.0125;244.1094;181.0352;213.2528;186.2734;214.0266;145.6969;167.3496;158.6082;162.0733;-9999;296.606;306.723;-9999;-9999;-9999;-9999;-9999;-9999;-9999;121.31;127.111;100.372;367.313;-9999;-9999;-9999;-9999;5748.74;450.04;9809.1;2759.92;466.75;27.866;1787.278;-9999;-9999;-9999;-9999;-9999;107.4399;230.58;248.464
29-mag-01;121.6071;102.8892;123.8512;119.5336;121.6214;144.4328;96.511;222.8325;136.4494;154.1892;138.6122;110.2561;121.5976;174.3477;196.2687;244.6053;181.3133;213.7923;186.5405;214.3535;145.8346;167.7868;158.9936;162.6468;277.108;296.459;306.471;-9999;205.5;-9999;144.69367;143.98293;116.91958;141.67294;121.342;127.17;100.529;367.572;-9999;-9999;-9999;-9999;5709.72;447.9;9750.4;2747.77;465.662;27.403;1773.455;439.92;1873.53;-9999;160.17;28.66;106.7252;230.62;248.498
30-mag-01;120.4148;102.8551;123.9101;119.2426;121.5791;144.2106;96.5778;220.3786;134.0915;153.9843;138.4434;110.2484;121.2281;174.4603;196.362;244.6627;181.395;213.8123;186.6101;214.1967;145.9316;167.8833;159.0767;162.7122;277.132;296.512;306.54;-9999;204.16;-9999;143.99683;143.3192;117.02493;141.68351;121.349;127.179;100.107;367.015;-9999;-9999;-9999;-9999;5628.98;446.55;9678;2717.7;461.004;26.715;1746.113;436.54;1779;-9999;155.68;28.55;106.1975;230.67;248.581
31-mag-01;120.5318;103.1243;124.9214;121.9799;121.5718;146.1696;96.4219;223.8681;139.1588;156.0073;140.6453;110.2621;122.8873;174.411;196.1985;244.3202;181.1614;213.3931;186.3373;213.7883;145.8796;167.6726;158.799;162.4422;278.291;298.331;308.87;-9999;204.62;-9999;144.27807;143.60052;116.89134;141.66876;121.31;127.013;99.407;367.077;-9999;-9999;-9999;-9999;5646.42;447.55;9586.6;2717.37;460.178;26.14;1757.086;438.82;1799.89;-9999;155.39;28.37;106.0908;230.74;248.62
01-giu-01;120.6957;103.0119;124.6007;121.6324;120.0228;145.787;96.244;223.6198;134.9211;155.5963;139.626;110.2573;122.3414;174.7032;196.8712;245.6598;181.8211;214.7134;187.0291;214.9417;146.1146;168.5306;159.6603;163.5962;278.31;298.549;309.749;-9999;204.67;-9999;143.89931;143.37738;116.91718;141.64767;121.486;127.367;98.69;366.816;-9999;-9999;-9999;-9999;5632.18;444.41;9636.4;2723.68;458.658;26.249;1763.872;437.8;1840.83;-9999;156.03;27.93;106.1831;230.82;248.661
04-giu-01;120.7882;103.2319;124.5085;121.8299;120.7591;146.0942;96.3354;224.2466;135.2725;155.9758;139.9604;110.2709;122.5372;174.8194;197.0623;245.8593;181.9803;214.9588;187.1969;215.1487;146.1486;168.555;159.6603;163.5962;278.549;298.928;310.322;-9999;207.5;-9999;145.63906;145.216;117.02621;141.76121;121.606;127.572;98.631;366.967;-9999;-9999;-9999;-9999;5654.9;445.99;9636.4;2745.66;460.143;26.745;1772.915;441.78;1838.84;-9999;155.16;28.13;105.7913;230.88;248.765
05-giu-01;120.1581;103.2881;123.2582;119.6621;121.033;144.6711;95.3085;222.8004;136.7081;154.5525;138.9112;110.2762;121.4698;175.0053;197.519;246.5601;182.3234;215.5126;187.4988;215.8701;146.2956;169.0454;160.2757;164.2423;279.309;300.039;311.874;-9999;209.22;-9999;146.73313;146.61536;117.24499;142.24936;121.735;127.841;97.794;367.015;-9999;-9999;-9999;-9999;5733.41;447.78;9724.6;2776.63;458.432;27.388;1795.962;445.06;1923.9;-9999;155.51;28.25;105.9345;230.92;248.801
06-giu-01;122.487;103.0292;122.3014;120.5975;121.1966;145.7262;96.0333;225.2214;138.0812;155.8112;139.8262;110.276;122.3007;175.0607;197.3793;246.299;182.3151;215.2987;187.4882;215.4449;146.3679;168.8899;160.16;164.017;279.365;300.042;311.923;-9999;209.83;-9999;146.66985;146.5505;117.57095;142.77986;121.762;127.839;98.252;367.245;-9999;-9999;-9999;-9999;5702.1;447.68;9716.5;2768.68;460.557;27.537;1777.25;440.34;1903.84;-9999;155.45;27.73;105.4849;230.98;248.852
07-giu-01;123.1071;102.8093;121.8679;120.1478;120.8145;145.1919;96.8875;223.8346;137.7664;155.3061;139.3532;110.2865;122.1277;174.9928;197.2145;246.0786;182.1037;214.9499;187.2822;215.0682;146.3002;168.6059;159.8895;163.5828;279.138;299.568;311.096;-9999;210.3;-9999;146.68876;146.87187;117.61406;142.89113;121.728;127.77;98.058;367.079;-9999;-9999;-9999;-9999;5678.44;446.58;9725.8;2790.64;461.554;27.87;1786.991;438.78;1963.31;-9999;155.62;27.75;105.3181;231.07;248.894
08-giu-01;124.1847;102.7435;120.6767;119.3989;121.0286;145.2569;96.9805;226.1291;137.6137;155.3922;138.7709;110.2906;122.1071;174.945;197.1971;246.1206;182.0446;214.9047;187.2627;214.7944;146.2693;168.6699;159.8021;163.6137;278.654;298.863;310.177;-9999;211.81;-9999;147.25098;147.64979;117.74021;142.95674;121.693;127.696;98.308;366.91;-9999;-9999;-9999;-9999;5681.08;447.27;9673.2;2791.71;466.116;28.382;1770.207;435.06;1896.22;-9999;159.82;28.33;106.1922;231.08;248.91
11-giu-01;124.6649;103.0251;121.3369;119.5676;121.3064;146.6503;97.221;228.5128;138.3613;156.8665;139.4579;110.2951;122.9718;175.0092;197.2887;246.3165;182.1345;215.2003;187.3764;215.5066;146.3196;168.8345;159.9538;163.8652;279.25;299.755;311.381;-9999;212.45;-9999;147.666;147.88162;117.81769;143.2357;121.761;127.8;97.526;367.455;-9999;-9999;-9999;-9999;5649.77;444.57;9610.8;2749.46;463.594;28.286;1755.425;432.78;1846.5;-9999;156.56;29.04;106.6774;231.13;248.999
12-giu-01;123.9653;102.6407;119.9283;118.1961;120.4446;144.7391;94.9639;223.9715;136.9547;154.7728;137.5513;110.2941;121.1548;174.898;197.1465;246.1146;182.063;215.0494;187.2566;215.3786;146.2566;168.6689;159.7806;163.6324;279.768;300.548;312.43;-9999;212.34;-9999;147.49991;147.9507;117.99027;143.50109;121.71;127.675;96.345;367.077;-9999;-9999;-9999;-9999;5476.31;438.34;9490.8;2722.95;462.094;28.017;1757.482;431.53;1852.03;-9999;158.71;29.19;107.1948;231.12;249.024
13-giu-01;124.3887;102.4881;121.1948;117.5216;120.9113;144.4305;94.1831;225.3585;136.8895;154.4528;137.0358;110.2878;120.9359;174.8508;197.0585;246.0649;181.9626;214.9578;187.2566;215.3786;146.2086;168.6406;159.6693;163.5744;279.924;300.623;312.242;-9999;211.73;-9999;147.34465;148.19619;118.06218;143.50033;121.625;127.59;96.351;366.228;-9999;-9999;-9999;-9999;5536.23;442.36;9581.2;2731.24;461.385;28.221;1737.942;428.97;1790.21;-9999;159;28.85;106.7427;231.11;249.043
14-giu-01;123.0869;102.6098;121.0123;117.2835;120.7207;143.2376;93.3557;222.0963;135.8267;153.4343;136.2239;110.3001;120.0157;175.0696;197.526;246.8452;181.9626;214.9578;187.2566;215.3786;146.3272;168.9976;159.6693;163.5744;280.53;301.418;313.229;-9999;210.38;-9999;146.26019;147.60603;117.97685;143.40415;121.757;127.825;94.937;364.247;-9999;-9999;-9999;-9999;5468.23;439.29;9449.8;2699.49;458.933;27.256;1707.557;421.99;1711.39;-9999;160.92;29.06;106.8355;231.2;249.071
15-giu-01;122.5882;102.4766;121.3599;115.9351;120.967;143.4666;94.0186;224.1144;135.689;153.6436;136.2309;110.3082;120.0485;175.1549;197.5579;246.8542;182.4453;215.7563;187.5798;216.0402;146.4308;169.1801;160.3228;164.3888;280.854;301.698;313.1;-9999;210.47;-9999;146.33001;147.35772;118.03735;143.4556;121.83;127.944;94.389;363.166;-9999;-9999;-9999;-9999;5410.52;436.29;9391.9;2685.61;455.957;26.966;1699.85;423.05;1701.53;-9999;158.54;28.51;105.4248;231.27;249.101
18-giu-01;122.2215;102.3285;121.5302;115.6227;122.0148;143.496;92.1207;223.7482;135.3642;153.8189;134.4742;110.3127;120.0529;175.2438;197.7058;247.0958;182.5964;216.0137;187.6817;216.1431;146.5037;169.3512;160.5392;164.6844;281.001;301.818;313.178;-9999;207.88;-9999;144.51071;146.44655;117.858;143.23176;121.927;128.071;92.365;360.425;-9999;-9999;-9999;-9999;5328.42;431.48;9379.6;2661.51;447.046;26.116;1691.587;424.48;1666.49;-9999;159.18;27.56;104.8868;231.32;249.192
19-giu-01;122.796;102.4813;122.2049;116.9221;123.2998;144.6342;92.2828;224.8502;135.3679;155.1507;135.0707;110.3054;120.9984;175.2474;197.6438;246.9463;182.5593;215.8258;187.6399;216.018;146.5107;169.2419;160.442;164.5128;281.041;301.93;313.406;-9999;208.08;-9999;144.25034;146.21799;117.66946;142.79442;121.919;128.024;90.929;358.809;-9999;-9999;-9999;-9999;5362.27;434.28;9316.7;2665.62;447.009;26.629;1697.41;429.22;1675.9;-9999;159.76;27.49;104.9829;231.35;249.231
20-giu-01;122.274;102.7201;121.6207;115.8823;122.3969;144.5118;92.4443;224.5472;136.5203;155.0319;135.005;110.3215;120.69;175.3727;197.8447;247.2835;182.7313;216.1168;187.7999;216.2714;146.6116;169.4447;160.6826;164.8129;281.268;302.328;314.111;-9999;209.18;-9999;145.09123;147.38587;117.55972;142.8627;121.99;128.125;88.616;357.119;-9999;-9999;-9999;-9999;5337.28;433.94;9252.6;2674.92;445.549;26.369;1712.258;433.11;1721.56;-9999;159.18;26.51;102.7428;231.38;249.266
21-giu-01;121.4663;103.0857;123.3559;115.1603;122.4795;144.5246;96.5874;225.0115;135.9389;155.0695;135.1928;110.3269;120.6078;175.4714;198.1071;247.8054;182.9668;216.6294;188.0135;216.5246;146.7013;169.8654;161.0473;165.3937;281.436;302.551;314.429;-9999;210.34;-9999;145.74946;147.32872;117.61013;142.78515;122.056;128.205;88.45;357.465;-9999;-9999;-9999;-9999;5334.95;434.95;9256.6;2647.61;449.166;27.457;1731.755;447.33;1751.22;-9999;159.29;26.38;102.7767;231.46;249.296
22-giu-01;121.1375;103.0042;122.7369;114.8303;122.2428;144.0147;99.1472;224.2905;135.4082;154.4458;134.7718;110.333;120.2284;175.5929;198.3075;248.0404;183.1138;216.8653;188.1747;216.6198;146.7801;169.9811;161.2431;165.521;282.31;303.778;316.072;-9999;210.6;-9999;145.62458;147.53589;117.6509;142.89355;122.135;128.362;88.708;358.023;-9999;-9999;-9999;-9999;5361.67;436.64;9179.5;2659.01;450.196;27.608;1715.392;444.18;1727.47;-9999;159.12;26.63;102.506;231.52;249.338
25-giu-01;121.1858;103.0405;122.5091;115.2496;121.6266;143.7591;99.1343;224.3858;135.1172;154.1785;134.4539;110.3364;120.1536;175.7267;198.4773;248.1678;183.2827;216.9633;188.3029;216.7577;146.8876;170.0094;161.3638;165.4823;282.122;303.538;315.742;-9999;211.61;-9999;146.32736;147.86368;117.58485;143.07861;122.251;128.516;88.751;358.668;-9999;-9999;-9999;-9999;5383.15;437.46;9183.3;2657.23;449.713;27.619;1705.943;438.85;1743.9;-9999;159.93;27;102.412;231.58;249.426
26-giu-01;121.5259;102.8013;122.0783;114.6615;122.0039;143.0221;97.5556;223.4075;134.4097;153.3941;133.7378;110.3398;119.4851;175.6401;198.2041;247.6571;183.0705;216.5368;188.079;216.3669;146.826;169.7723;161.1356;165.1885;281.281;302.36;314.164;-9999;210.91;-9999;145.853;147.6687;117.62065;143.12982;122.241;128.476;88.969;357.955;-9999;-9999;-9999;-9999;5296.21;430.88;9059;2607.39;447.777;27;1703.367;434.85;1751.62;-9999;161.27;26.98;102.6716;231.61;249.46
27-giu-01;121.4333;103.1282;122.8038;114.6398;121.8995;143.6502;98.8917;224.2142;134.7954;154.2049;134.3752;110.3432;119.8517;175.7343;198.3844;247.9191;183.1992;216.7507;188.268;216.5853;146.9003;169.9623;161.2968;165.3791;280.5;301.875;313.67;-9999;210.4;-9999;145.39572;147.44981;117.67072;143.10913;122.221;128.479;88.605;357.778;-9999;-9999;-9999;-9999;5271.28;432.16;8969.5;2632.2;448.375;27.277;1695.613;433.85;1756.02;-9999;158.83;25.62;101.2189;231.63;249.483
28-giu-01;120.5428;103.0278;124.313;116.3141;122.7624;146.2848;101.0964;228.1977;136.7004;156.9989;136.576;110.3439;121.9354;175.6945;198.2272;247.5834;183.0793;216.4175;188.1641;216.2621;146.8654;169.6854;161.0608;164.9367;279.493;300.316;311.633;-9999;209.37;-9999;145.19661;146.85516;117.69937;142.9847;122.246;128.493;88.562;357.667;-9999;-9999;-9999;-9999;5329.11;434.44;9166;2646.51;445.631;26.611;1716.813;439.45;1808.94;-9999;157.2;25.56;100.6923;231.73;249.53
29-giu-01;121.3328;102.9034;124.1844;115.7575;121.8619;145.4539;100.0597;227.6269;136.6884;156.0405;135.7875;110.3513;121.2887;175.4135;197.6228;246.517;182.5517;215.3742;187.6461;215.4139;146.6492;168.91;160.3267;163.8961;279.223;299.511;310.337;-9999;207.74;-9999;143.91651;146.4993;117.60183;143.12319;122.057;128.119;88.95;357.313;-9999;-9999;-9999;-9999;5424.23;435.86;9280.7;2648.43;450.732;27.003;1714.321;438.67;1830.19;-9999;157.95;26.26;101.5707;231.72;249.539
30-giu-01;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;122.075;128.138;88.982;357.411;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
02-lug-01;121.4356;102.8778;124.5663;116.397;120.9736;145.6563;99.3587;228.2942;137.7979;155.992;135.1902;110.3506;121.4701;175.5522;197.8763;246.872;182.7545;215.7065;187.8624;215.7076;146.763;169.101;160.5682;164.1226;280.051;300.683;311.741;-9999;208.05;-9999;143.93204;146.49346;117.52245;142.8766;122.189;128.27;89.468;358.697;-9999;-9999;-9999;-9999;5502.55;442.07;9377.9;2683.24;451.982;27.002;1731.531;442.52;1827.07;-9999;157.25;25.95;101.5395;231.76;249.633
03-lug-01;122.6803;102.8002;123.5863;116.0333;121.6806;145.5495;98.4605;227.6315;137.7454;155.8941;134.6324;110.3579;121.3272;175.3573;197.4423;246.2317;182.3748;215.213;187.4696;215.1658;146.603;168.7818;160.1467;163.7229;279.771;300.067;310.797;-9999;207.54;-9999;143.58238;146.5522;117.53603;142.63874;122.106;128.12;90.234;358.957;-9999;-9999;-9999;-9999;5425.04;439.61;9284.1;2647.21;448.287;27.548;1728.65;441.92;1822.16;-9999;156.21;26.24;101.6363;231.78;249.662
04-lug-01;123.2486;102.8898;123.8618;116.255;121.6656;145.9069;95.8498;227.7599;137.6339;156.3944;135.0063;110.3586;121.5178;175.4181;197.5335;246.3781;182.439;215.2825;187.5488;215.2321;146.6468;168.8777;160.2044;163.8473;279.771;300.067;310.797;-9999;-9999;-9999;-9999;-9999;-9999;-9999;122.065;128.048;90.361;359.056;-9999;-9999;-9999;-9999;5387.73;435.38;9200.9;2628.96;444.657;27.285;1728.65;-9999;-9999;-9999;-9999;-9999;101.6363;231.79;249.682
05-lug-01;123.8194;102.9401;124.9576;116.4601;122.4141;147.6303;95.3336;230.794;139.3577;158.2287;136.5858;110.3648;122.8784;175.3672;197.4958;246.4083;182.3906;215.2757;187.4882;215.2798;146.6149;168.9541;160.2411;163.9747;279.459;299.615;310.201;-9999;205.12;-9999;141.73888;145.77459;117.47183;142.59862;122.044;128.024;89.834;359.194;-9999;-9999;-9999;-9999;5350.47;431.47;9116.3;2605.08;442.16;26.677;1707.681;438.79;1751;-9999;154.75;27.02;102.0775;231.87;249.712
06-lug-01;120.8792;103.0083;124.101;114.7281;121.5938;145.6751;94.6402;225.8444;137.9249;156.1378;135.2712;110.3672;121.1709;175.5558;197.8485;246.9909;182.7289;215.8323;187.8098;215.7863;146.7621;169.3612;160.6268;164.4129;280.181;300.54;311.322;-9999;203.67;-9999;141.63263;144.88066;117.31051;142.45317;122.119;128.173;89.642;359.393;-9999;-9999;-9999;-9999;5211.13;419.24;8936.8;2572.05;435.181;26.675;1667.901;429.84;1668.59;-9999;155.22;28.22;103.2672;231.89;249.728
09-lug-01;120.919;102.5978;123.4649;114.8776;122.035;145.2596;94.5523;226.1664;137.5438;155.7112;134.932;110.3722;120.7256;175.4966;197.6472;246.6004;182.5381;215.3768;187.6177;215.321;146.7076;169.1018;160.2672;163.9634;280.354;300.925;311.921;-9999;204.95;-9999;142.17633;145.3703;116.57771;141.31034;122.135;128.123;88.798;359.01;-9999;-9999;-9999;-9999;5212.9;419.54;8953.8;2567.17;432.269;25.651;1679.402;431.06;1697.05;-9999;155.73;27.59;103.0265;231.88;249.813
