;IDX0AUDEURCR;IDX0CHFEURCR;IDX0GBPEURCR;IDX0JPYEURCR;IDX0NOKEURCR;IDX0USDEURCR;IDX0BRLEURCR;IDX0MXNEURCR;IDX0IDREURCR;IDX0INREURCR;IDX0PHPEURCR;IDX0CNYUSDCR;IDX0SGDEURCR;JPMIT1T3;JPMIT3T5;JPMIT5T7;JPMES3T5;JPMES5T7;JPMPT3T5;JPMPT5T7;JPMEMU1T3;JPMEMUGBI;JPMDE5T7;JPMDE7T10;JPMUS3T5;JPMUS5T7;JPMUS7T10;JPILUILA;JPEIGLBL;JGENEMUL;JPEG103;JPEG305;JPEE13YR;JPEE35YR;ER01;ER02;HE00;H0A0;IDX0LX10TUUU;IDX0DBCDXHY5;IDX0DBCDIU5T;IDX0ITRXPX5I;EU0009658152;IDX00000SX7T;SWISSMIC;FTPTT100;GDUEEGF;MSCI0GDLETCF;SPTR;IDX0SPTRFINL;NASDAQ100;NIKKEITR;IDX00GOLDBUL;IDX000WTIOIL;IDX00DJUBSCM;IT0000000BOT;JPMCASH3M
17-feb-10;165.2151;92.7065;96.561;78.7852;133.1287;89.6492;206.8666;153.8634;200.7979;135.708;145.1751;107.7111;87.2584;251.50783;305.89452;402.94617;278.82342;346.55385;286.63712;340.06849;207.45295;266.7918;260.53099;272.62127;443.67312;503.32759;526.31976;-9999;468.67;201.867;234.40408;292.63296;171.15446;216.80358;176.482;194.074;164.869;687.557;121.44771;129.606;102.38967;129.58067;4382.28;332.25;10046.09;3353.83;1655.216;89.033;1816.702;273.35;1810.86;13145.6;652.131;77.33;133.9284;297.85;329.57877
18-feb-10;165.1871;92.7912;96.2451;78.7783;132.1864;90.1723;210.6181;154.7982;201.0454;136.0586;145.4422;107.7019;87.5629;251.517;305.81838;402.73106;278.54731;346.04551;286.28027;339.21855;207.38411;266.19313;259.83452;271.53759;442.82998;501.6434;524.02038;-9999;468.46;201.856;234.38369;292.65798;171.50326;217.0881;176.464;193.941;165.413;690.282;121.58245;129.79104;102.43832;130.04662;4407.74;331.45;10152.69;3384.62;1651.784;88.432;1828.811;274.88;1823.39;13182.41;651.316;79.06;134.1996;297.87;329.58787
19-feb-10;165.0539;92.8832;95.2733;78.5134;131.7792;89.5953;210.0385;154.7518;199.4247;135.1102;144.2114;107.6928;86.9296;251.47497;305.7995;402.3888;278.50138;345.92399;286.13458;338.69874;207.38152;266.01217;259.43074;270.87639;442.49726;501.46534;524.73573;-9999;468.91;201.915;234.28139;292.75951;171.3899;217.27931;176.376;193.741;165.804;692.772;121.82819;131.05961;102.62507;130.96788;4431.96;335.26;10263.42;3405.65;1634.702;85.983;1833.091;276.54;1823.32;12911.88;653.295;79.81;134.8378;297.87;329.5939
22-feb-10;165.5828;92.9688;95.462;78.9411;132.5965;89.7197;209.3882;154.8589;200.7814;135.5887;144.8113;107.791;87.1622;251.56107;305.88753;402.53306;279.02769;346.90161;286.52611;339.38364;207.48425;266.37454;259.65894;271.21682;442.76587;501.58095;524.2992;-9999;469.73;201.999;234.59735;293.51836;171.6544;217.28229;176.518;193.989;166.702;694.953;122.01847;131.19797;102.63327;131.7273;4407.76;335.18;10229.35;3401.77;1652.455;87.911;1831.205;279.69;1817.63;13265.03;648.055;80.16;134.3712;297.87;329.62025
23-feb-10;165.0008;92.9092;95.7366;80.2649;132.452;90.3036;209.0095;154.4388;202.0724;136.418;146.1115;107.7805;87.6744;251.69989;306.45932;403.59955;279.8057;348.34709;287.68129;341.36367;207.6625;267.58599;261.03765;273.07484;444.30622;504.59586;528.45935;-9999;469.3;202.044;234.64688;293.66112;171.59581;217.53993;176.699;194.487;166.84;694.791;121.59814;130.21612;102.49824;130.83379;4332.32;324.29;10170.74;3378.27;1647.076;88.818;1809.054;274.7;1793.82;13203.34;642.291;78.61;132.256;297.86;329.62829
24-feb-10;165.0465;92.9306;95.4109;80.1397;132.6188;90.0829;208.8213;155.5731;200.8719;135.7988;145.3935;107.7615;87.4982;251.68233;306.38248;403.79474;280.13631;348.82847;287.90712;341.98567;207.72429;267.97218;261.51286;273.85998;444.22447;504.55517;528.3797;-9999;470.56;202.246;234.83203;294.09308;171.80168;217.78143;176.767;194.654;166.854;695.061;121.67744;130.40115;102.54713;130.75166;4339.26;323.86;10230.18;3398.66;1634.947;88.232;1826.985;279.5;1812.51;13015.16;638.798;79.75;133.3488;297.88;329.63975
25-feb-10;163.9934;92.9519;94.4575;81.0533;132.5287;90.0292;208.8473;155.5189;200.5421;135.5356;144.9669;107.7529;87.5025;251.63641;306.04797;402.7532;279.9886;348.20952;287.05724;340.38761;207.69139;267.78087;261.96297;274.43162;445.31776;506.32324;530.49751;-9999;472.11;202.224;235.11413;294.91287;172.2113;218.61023;176.829;194.758;166.993;694.905;121.81229;130.25279;102.50417;130.06979;4259.1;317.81;10162.89;3357.5;1616.946;87.661;1823.639;278.59;1812.91;12891.54;645.377;77.92;131.6358;297.9;329.65097
26-feb-10;164.3328;92.9684;93.7295;80.6915;132.3329;89.4871;209.5093;155.004;199.4249;135.6996;144.5774;107.7522;87.168;251.91119;306.53071;403.79483;279.97119;348.71464;287.847;342.4109;207.76043;268.19843;261.96436;274.56964;446.25672;507.80858;532.59417;-9999;474.93;202.438;235.36991;296.12101;172.19026;218.79914;176.834;194.763;167.131;695.806;122.22489;130.68787;102.5993;131.19055;4328.99;324.98;10265.43;3406.04;1639.853;88.691;1826.271;280.61;1818.68;12922.26;651.432;79.66;133.8318;297.92;329.66104
28-feb-10;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;176.877;194.812;167.23;696.441;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
01-mar-10;166.2193;92.9369;92.6741;80.9253;132.3907;89.9486;211.7993;156.3124;202.2355;136.4145;145.3861;107.7368;87.6433;252.14875;307.20788;404.80964;280.66377;349.8052;288.15413;342.85107;207.96397;268.44963;262.01255;274.51256;446.25981;507.66101;532.18544;-9999;477.35;202.652;235.56237;296.78427;172.01127;218.97278;176.897;194.916;167.785;697.679;122.582;131.65972;102.79183;132.00453;4399.16;329.06;10388.55;3438.75;1660.931;90.804;1844.871;281.65;1846.4;12981;651.083;78.7;132.9638;297.93;329.68924
02-mar-10;166.0607;92.9546;92.1955;80.866;132.1828;89.5907;211.6071;155.7177;200.8305;136.1248;144.9135;107.72;87.4571;252.1397;307.27521;404.84441;280.47225;349.27504;289.32118;344.75574;207.95545;268.45985;261.85931;274.27017;446.46978;507.83256;532.0905;-9999;477.7;202.854;236.08933;297.12651;172.36387;219.13726;176.92;194.922;168.359;700.09;122.71691;131.67806;102.74838;132.12074;4436.65;332.45;10498.79;3488.44;1681.693;91.144;1849.168;282.46;1851.21;13044.53;662.203;79.68;134.3852;297.94;329.69892
03-mar-10;165.5164;92.9789;92.4083;80.7113;132.3895;89.0472;210.5354;155.2386;199.9404;135.8292;144.2795;107.7216;87.1633;252.26377;307.45801;404.95427;280.58509;349.26514;290.05599;345.39363;207.99781;268.45264;261.6533;273.98101;446.49818;507.82873;531.86867;-9999;477.43;202.815;235.80666;297.19115;172.43653;219.36984;176.881;194.902;169.044;701.332;122.74069;131.86309;102.79716;132.75852;4478.32;337.96;10488.2;3522.82;1693.725;91.217;1850.242;282.62;1851.57;13084.47;665.638;80.87;135.854;297.96;329.70753
04-mar-10;165.8918;92.9646;92.79;80.9;132.411;89.8007;212.7471;156.3686;201.7906;137.0609;145.2795;107.698;87.7824;252.36536;307.55269;405.05739;280.79924;349.61275;290.05178;345.40188;208.0674;268.53046;261.88089;274.31639;446.30232;508.10286;532.77499;-9999;478.37;202.829;235.86059;297.50043;172.75843;220.12525;176.906;194.977;169.478;702.501;122.76446;132.04813;102.76543;132.36293;4468.03;341.01;10529.89;3518.97;1684.944;89.566;1857.204;285.21;1859.72;12947.39;659.699;80.21;133.9446;297.98;329.71811
05-mar-10;166.8131;92.943;93.1695;79.5298;132.7578;89.5297;213.3843;156.9344;202.1025;137.2653;144.983;107.6852;87.4935;252.34292;307.55207;405.08909;280.79868;349.67494;290.19324;345.55795;208.07958;268.34383;261.44877;273.71177;445.20964;506.26476;530.0643;-9999;479.8;202.966;235.94351;298.13242;172.78265;220.15722;176.881;195.002;169.849;704.241;123.56664;133.6501;102.93989;133.41339;4565.35;352.48;10596.3;3565.19;1708.775;90.604;1883.28;291.01;1888.56;13232.28;661.073;81.5;134.6791;298;329.72694
08-mar-10;166.9717;92.9521;92.6465;79.4441;132.6893;89.4636;212.0577;156.2188;203.2119;137.4356;145.6224;107.6731;87.5669;252.37504;307.37395;404.99086;280.85268;349.85061;290.24068;345.52223;208.15162;268.40615;261.42399;273.65054;445.05251;505.79518;529.21233;-9999;481.5;203.032;236.05137;298.7032;172.81229;220.38199;176.99;195.112;170.943;706.838;124.0353;133.78845;103.03941;134.28628;4568.28;353.74;10601.58;3569.62;1728.537;92.538;1883.287;291.5;1890.89;13509.15;654.704;81.87;134.5231;298.02;329.75492
09-mar-10;168.2727;93.0137;92.4394;79.9311;132.8634;89.6736;214.1485;157.3515;203.3391;137.4758;146.1688;107.6592;87.748;252.34737;307.56508;405.76773;280.78928;350.01109;290.15594;345.32813;208.14787;268.60142;261.8794;274.35108;445.31367;506.36249;529.71335;-9999;482.51;203.018;236.14586;299.36785;172.75482;220.43373;177.127;195.429;171.184;708.465;124.28156;133.97349;102.99606;134.14757;4570.54;350.86;10628.07;3566.81;1728.727;92.709;1886.603;292.3;1901.38;13485.83;653.866;81.49;133.9307;298.02;329.76517
10-mar-10;167.8702;93.0739;91.9368;79.1125;133.054;89.2983;214.1469;157.0522;203.0462;137.7382;145.9204;107.6528;87.4627;252.33268;307.65629;406.07793;280.877;350.00558;290.51878;345.97167;208.11662;268.53599;261.55911;273.87669;444.67693;505.53553;529.10609;-9999;483.38;203.15;236.32349;299.77845;173.00456;220.8107;177.086;195.326;171.594;710.085;124.2497;134.32522;103.0443;134.37978;4616.77;357.01;10636.22;3596.68;1741.55;92.992;1895.384;295.62;1917.35;13481.07;645.75;82.09;133.6101;298.03;329.77527
11-mar-10;167.5753;93.0643;92.2907;78.9872;132.9428;89.1473;214.4429;157.1645;202.3126;136.7807;145.4717;107.6297;87.3655;252.15929;307.26283;405.62083;280.6318;349.57514;290.30706;345.47292;207.99803;268.23731;261.17393;273.44166;444.12223;505.08108;529.08657;-9999;483.16;203.192;236.30775;300.13295;173.0802;220.91825;177.074;195.231;171.882;709.877;124.60733;134.34356;103.03521;133.87145;4595.1;353.69;10602.41;3581.81;1735.303;92.983;1903.683;298.36;1923.81;13610;645.959;82.11;132.6865;298.04;329.78743
12-mar-10;166.5106;93.3774;92.5717;78.4381;132.9904;88.5768;213.3153;156.5873;202.0113;136.4221;144.7431;107.6315;87.0375;252.16932;307.34563;405.95111;280.63376;349.73251;290.29165;345.57254;208.01305;268.54254;261.23006;273.72909;444.03825;505.07286;529.51535;-9999;484.62;203.441;236.56348;300.60908;173.1045;220.95022;177.07;195.207;172.069;710.843;125.02068;134.27855;103.02582;134.25239;4599.25;356.09;10578.99;3587.16;1740.416;92.826;1903.287;297.14;1924.43;13720.14;642.175;81.24;132.4443;298.04;329.79416
15-mar-10;167.527;93.6331;92.2937;78.991;132.8284;89.1721;214.5702;157.5367;203.1311;136.9374;145.5637;107.6099;87.4413;252.23613;307.4586;406.05362;280.65786;349.63709;289.97778;345.24562;208.09978;268.6732;261.46691;274.03501;444.26021;505.29373;529.80188;-9999;485.13;203.587;236.79322;301.01103;173.32202;221.20262;177.175;195.412;172.357;711.019;124.71047;134.25021;103.01013;133.56273;4555.13;351.6;10561.2;3566.88;1723.759;91.808;1904.187;296.93;1920.09;13721.06;644.271;79.8;131.3578;298.06;329.82153
16-mar-10;167.2388;93.6752;92.8437;78.682;133.0372;88.6079;212.9149;156.7678;201.6762;136.0884;144.6435;107.6034;87.0134;252.42293;307.75944;406.53864;281.24221;350.44447;290.32616;346.07997;208.23998;269.01946;261.70887;274.38062;445.22036;507.03609;531.94381;-9999;485.63;203.734;236.9176;301.18079;173.43596;221.58783;177.279;195.555;172.473;711.397;124.90127;134.76864;103.05937;133.89268;4611.26;357.08;10637.53;3583.83;1738.598;91.624;1919.023;300.69;1932.24;13682.43;654.168;81.7;132.901;298.08;329.83376
17-mar-10;168.51;93.9137;93.5263;78.8386;133.4074;88.7748;213.4287;157.9915;203.2371;137.0665;145.3388;107.5973;87.3284;252.64344;308.20737;407.33513;281.54655;350.79649;290.78538;346.84854;208.42065;269.39515;262.26298;275.01155;444.87057;506.88548;532.34766;-9999;487.37;203.957;237.0863;301.83944;173.65839;221.70518;177.401;195.878;173.129;712.729;125.48189;134.95367;103.0738;134.53346;4651.54;362.52;10664.74;3603.2;1763.665;93.309;1930.22;304;1936.22;13842.29;655.158;82.93;134.2027;298.09;329.84475
18-mar-10;169.592;94.4607;93.921;79.5204;133.5525;89.6223;212.5585;158.6374;205.2051;138.0912;146.4351;107.5818;87.9923;252.49872;307.98851;406.78276;281.10137;350.04001;290.23806;346.10922;208.26938;268.94207;262.13836;274.85598;444.08664;505.81414;531.20591;-9999;486.72;204.044;237.06239;301.60832;173.69496;221.98627;177.397;195.824;173.282;713.902;125.22719;134.80531;103.01777;133.98176;4623.66;357.49;10673.6;3601.92;1756.232;93.121;1929.627;302.61;1943.94;13710.91;657.079;82.2;133.5578;298.09;329.85684
19-mar-10;169.6312;94.7001;93.0253;79.828;133.3295;90.1383;212.6591;158.8107;206.8241;138.7765;147.8014;107.571;88.291;252.45747;307.82628;406.59927;280.88609;349.87037;289.74367;345.46293;208.19496;268.8771;262.21628;275.12113;443.48233;505.19678;530.72392;-9999;486.58;203.991;236.97358;301.65;173.51259;221.8929;177.404;195.839;173.366;714.35;124.91673;133.90681;102.88207;133.47968;4598.6;355.87;10647.32;3606.71;1750.072;93.41;1919.802;300.37;1932.43;13813.88;645.552;80.68;132.3821;298.09;329.86662
22-mar-10;169.7929;94.7908;93.3705;80.0182;132.6709;89.9444;213.6869;159.1259;206.0466;138.2037;147.0336;107.563;87.9072;252.51409;307.83919;406.76199;281.14101;350.29681;289.72524;345.29543;208.25427;269.25153;262.74101;275.87647;444.1157;506.3112;531.87223;-9999;486.01;203.953;236.95514;301.3731;173.53689;221.92488;177.546;196.105;173.359;714.301;125.163;134.7303;102.98376;133.69902;4587.18;353.2;10625.15;3603.14;1736.071;91.658;1929.636;302.11;1949.59;13813.88;640.836;81.25;132.0728;298.06;329.89515
23-mar-10;170.684;95.2745;93.4568;80.1417;132.9955;90.3437;216.3426;160.5848;207.2382;138.845;147.9931;107.5608;88.3674;252.65082;308.14847;407.26046;281.49809;350.94796;289.91994;345.63005;208.37032;269.66664;262.86216;276.11319;444.14489;506.30639;531.56186;-9999;486.52;204.263;236.97671;301.59015;173.80635;222.01951;177.619;196.189;173.588;714.873;125.18778;135.42411;103.18712;134.61438;4618.56;357.26;10641.76;3621.71;1743.497;91.484;1943.701;304.43;1963.2;13749.35;643.281;81.63;131.7939;298.09;329.90418
24-mar-10;170.9334;95.2017;93.6097;79.5817;132.7147;91.5983;216.3545;161.4618;209.8921;140.7905;150.2003;107.5497;89.2387;252.76733;308.18728;407.27883;281.3556;350.72567;289.79145;345.33726;208.38693;269.54538;262.58166;275.81365;441.58263;501.78422;525.77388;-9999;485.78;204.256;236.95582;301.42382;173.73885;222.0469;177.618;196.169;174.109;715.057;124.991;134.93625;103.08825;134.74708;4608.1;355.85;10648.52;3625.85;1739.802;91.577;1933.041;304.95;1951.84;13801.52;634.548;80.31;130.5921;298.1;329.91358
25-mar-10;171.4997;95.3776;93.5654;79.4625;131.8419;91.8877;214.9632;162.2429;210.5368;141.5114;150.516;107.5369;89.4261;252.81581;308.26351;406.97384;281.22202;350.21202;289.39695;344.32072;208.40007;269.12235;261.7157;274.50124;440.90978;499.96918;523.09052;-9999;485.19;204.465;236.94481;301.24059;173.76315;222.07887;177.602;196.036;174.301;715.681;125.01578;134.78601;103.07782;135.3879;4678.17;362.97;10670.53;3657.63;1736.241;90.933;1929.746;306.26;1949.15;13819.16;636.993;80.2;129.8026;298.12;329.92351
26-mar-10;169.1613;95.1837;93.1408;78.8226;131.6942;90.9415;212.8255;161.4537;208.6481;140.9305;149.2845;107.5303;88.7647;252.82447;308.55503;407.22622;281.5196;350.74995;290.7349;346.22486;208.43733;269.22853;261.47208;274.19436;441.90005;501.46058;524.98583;-9999;484.8;204.715;237.02794;301.23788;173.68133;222.10235;177.573;195.941;174.494;716.738;124.59725;134.88898;103.14326;135.3494;4666.82;365.15;10585.06;3641.91;1741.838;91.906;1931.18;306.59;1952.63;14033.22;643.572;80;129.7026;298.12;329.9322
29-mar-10;170.7959;94.9415;93.1972;78.4431;132.8859;90.4552;214.6428;161.4825;208.2681;141.0383;149.1959;107.533;88.5875;252.84571;308.72733;407.65149;281.69146;351.05891;291.29691;347.24778;208.47211;269.53349;261.93058;274.73372;442.0279;501.57368;524.78185;-9999;484.96;204.862;237.05467;301.57633;173.91196;222.34293;177.684;196.167;174.85;717.774;124.56661;136.04196;103.25048;135.73194;4678.88;364.49;10604.18;3646.78;1760.451;93.058;1942.507;307.22;1961.22;14103.84;647.124;82.17;132.0728;298.13;329.95966
30-mar-10;172.094;95.0531;94.1896;78.5992;132.8315;90.92;216.3643;163.2093;209.3676;141.4736;150.0214;107.5375;88.999;252.86255;308.9607;407.98964;281.76208;351.12244;291.24096;347.05341;208.50043;269.72384;262.22672;275.17742;441.91588;501.45958;524.62045;-9999;485.57;205.091;237.22786;301.86671;173.88569;222.51097;177.72;196.274;175.195;718.101;124.75771;135.71673;103.20288;135.86259;4666.49;360.62;10636.43;3622.3;1770.569;93.952;1942.814;305.03;1967.96;14245.91;643.747;82.37;132.6741;298.14;329.96921
31-mar-10;170.414;95.5051;94.2279;77.4551;132.9997;90.2733;215.9285;162.1363;207.7237;140.9798;149.3644;107.5292;88.4174;252.8184;308.97659;408.10254;281.70811;351.13081;291.78417;347.8198;208.44655;269.99061;262.54612;275.55642;442.63342;502.77502;526.10069;-9999;486.01;205.233;237.2542;302.19649;174.0256;222.50927;177.768;196.435;175.416;718.001;124.78249;134.87496;103.10624;135.65304;4652.96;356.61;10639.45;3627.28;1772.373;93.511;1936.477;305.56;1958.34;14236.67;648.87;83.76;132.1517;298.15;329.98025
01-apr-10;170.1346;94.9331;94.3397;76.7026;132.8672;89.7412;216.7525;161.7316;207.0501;140.1662;148.4923;107.5147;88.0102;252.94249;309.35059;408.80406;281.85738;351.33052;292.23292;348.47634;208.5045;270.37101;262.69381;275.72796;442.40765;502.15357;525.324;-9999;486.52;205.536;237.29125;302.26471;173.88363;222.7527;177.806;196.573;175.636;718.004;125.08457;135.41064;103.15811;135.89914;4728.1;363.55;10694.52;3668.95;1802.555;95.323;1950.907;308.41;1959.56;14434.96;655.624;84.87;133.8558;298.15;329.99062
02-apr-10;-9999;-9999;-9999;-9999;-9999;-9999;218.1819;163.0126;208.9325;141.0654;149.4669;107.5189;88.3433;252.94249;309.35059;408.80406;281.85738;351.33052;292.23292;348.47634;208.505;270.371;262.69381;275.72796;-9999;-9999;-9999;-9999;-9999;205.572;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;125.08457;135.41064;103.15811;135.89914;4728.1;-9999;-9999;3668.95;1804.784;95.327;1950.907;-9999;-9999;-9999;-9999;-9999;133.8558;298.15;329.9995
05-apr-10;-9999;-9999;-9999;-9999;-9999;-9999;218.8855;163.9715;209.1;142.7742;150.2615;107.5123;88.6769;252.9425;309.3506;408.80407;281.85737;351.33051;292.23292;348.47635;208.505;270.371;262.69671;275.731;-9999;-9999;-9999;-9999;487;205.696;237.30716;302.433;-9999;-9999;177.893;196.673;175.77;719.138;125.77499;136.52024;103.36383;135.89914;4728.1;-9999;-9999;3668.95;1818.997;95.327;1966.44;311.49;1977.83;-9999;660.107;86.62;135.4368;298.15;330.0264
06-apr-10;173.9942;94.9437;95.5225;77.8129;133.6593;91.0123;221.4669;165.4803;210.7878;143.6885;151.4717;107.504;89.3104;252.59177;308.48826;407.37078;280.9466;349.62682;291.63418;347.32811;208.14859;269.1154;261.81202;274.56723;440.2321;498.96998;521.36181;-9999;487.04;205.474;237.36867;302.57146;173.93051;222.88537;177.791;196.352;175.985;720.032;125.41141;136.71156;103.31795;136.32684;4745.55;364.91;10690.31;3691.6;1823.756;95.33;1969.755;314.75;1981.95;14483.64;661.388;86.84;135.0982;298.14;330.0294
07-apr-10;174.4684;94.8973;95.7729;78.5068;133.9145;91.3936;218.9371;165.174;211.6055;144.018;152.5669;107.5037;89.724;252.68534;308.6536;407.5678;280.9028;349.88596;291.56815;347.48649;208.18043;269.21701;262.29725;275.07964;441.95424;501.86618;525.41649;-9999;487.47;205.587;237.5443;302.94376;173.64652;222.98216;177.863;196.558;176.051;721.315;125.4362;136.21415;103.17324;135.65775;4721.95;362.79;10625.2;3681.37;1830.324;97.595;1959.041;313.09;1977.3;14497.13;671.285;85.88;135.085;298.15;330.04057
08-apr-10;174.649;94.8547;95.8834;78.3808;134.317;91.2765;218.7723;166.007;211.0594;144.1128;151.8711;107.5144;89.6805;252.72602;308.83291;408.00312;281.10275;350.29623;290.79504;345.56647;208.1463;269.47006;262.88857;275.83416;441.64603;501.10913;524.24561;-9999;487.64;205.656;237.62392;302.97456;173.74167;223.08296;177.928;196.771;175.913;721.167;125.46098;136.57764;103.17571;135.62095;4670.66;355.54;10543.71;3649.84;1818.677;96.998;1965.721;315.7;1980.73;14337.14;671.227;85.39;133.9471;298.17;330.0497
09-apr-10;173.7144;94.5115;95.468;77.7393;134.1376;90.3359;218.6596;164.7349;209.7933;143.1987;151.2633;107.5188;89.0574;252.72319;308.90476;408.10926;281.0455;350.08854;290.30503;344.66157;208.08477;268.99536;261.93649;274.51621;441.68696;501.3816;524.69476;-9999;488;205.84;237.69462;303.00035;174.04371;223.15465;177.812;196.508;176.11;722.213;125.48577;137.54376;103.27737;136.32362;4751.99;365.74;10700.36;3687.07;1832.277;98.2;1978.863;317.11;1994.43;14384.24;676.467;84.92;134.7324;298.17;330.05876
12-apr-10;171.4791;94.4485;94.8025;77.1565;133.3506;89.7168;218.5669;164.0269;208.6855;141.7279;150.0075;107.4775;88.378;252.86296;309.14741;408.31705;281.49345;350.96844;291.27542;345.72846;208.21036;269.14929;261.581;274.08636;442.46283;502.69958;526.4094;-9999;489.26;206.053;237.79234;303.58419;173.76967;223.16902;177.833;196.489;176.659;724.077;125.67713;138.20379;103.33532;136.93391;4767.08;371.15;10735.6;3691.33;1827.879;97.343;1982.396;318.56;1995.65;14445.3;676.642;84.34;134.6528;298.17;330.08496
13-apr-10;171.5417;94.7871;94.7298;77.064;133.5135;89.5712;218.742;163.5008;208.2119;141.4596;149.9989;107.4643;88.115;252.88232;309.20161;408.42363;281.43058;350.86817;290.85564;344.96884;208.26721;269.43743;262.04224;274.81225;442.94061;503.82557;527.90315;-9999;490.28;206.155;237.88261;304.01502;174.08608;223.31483;177.957;196.776;177.281;725.3;125.75745;138.3951;103.33827;137.58662;4744.87;369.67;10696.62;3681.11;1814.821;96.713;1983.906;318.56;2003.81;14328.9;671.518;84.05;135.3247;298.17;330.09413
14-apr-10;172.164;94.6772;94.9755;76.8181;133.6919;89.3148;218.685;162.7542;208.0137;141.0746;150.0815;107.4448;89.1305;252.98443;309.32727;408.53002;281.4078;350.82892;290.71504;344.90764;208.27362;269.28837;262.33535;275.14628;442.46851;502.82288;526.3583;-9999;491.95;206.146;237.91533;304.47114;173.90264;223.49178;178.019;196.944;177.771;726.697;126.05997;139.27514;103.38985;137.72082;4776.3;373.84;10744.35;3704.44;1837.071;96.831;2006.056;326.98;2028.82;14384.96;675.128;85.84;136.5648;298.18;330.1031
15-apr-10;173.1075;94.8268;95.7161;77.4423;134.4028;89.8476;219.6415;164.2197;209.4213;142.0526;151.5715;107.4238;89.5978;253.07007;309.59133;408.86165;281.61392;351.15847;290.44614;344.46778;208.38188;269.45773;262.51094;275.36024;443.0439;503.3456;526.81979;-9999;493.39;206.226;237.99763;304.84536;174.1661;223.90915;178.105;197.128;178.098;728.93;126.36254;139.81081;103.44253;137.62802;4783.63;375.8;10823.53;3722.83;1839.422;96.808;2007.74;325.4;2038.64;14473.4;675.535;85.51;136.7546;298.2;330.11211
16-apr-10;172.1508;94.8858;95.3931;78.5609;134.2105;90.3128;219.6669;163.6447;210.5571;143.1581;152.2917;107.4168;89.9641;253.2116;310.07753;409.72467;281.94811;351.70099;289.79366;343.98177;208.4719;269.76681;263.34631;276.3639;444.6862;505.97255;529.99035;-9999;492.62;206.406;238.07036;304.63642;174.19677;223.8414;178.294;197.496;178.639;729.98;126.10948;138.62468;103.19831;136.78179;4683.6;363.06;10708.78;3671.03;1812.454;95.119;1975.364;313;2012.84;14253.09;661.912;83.24;135.1308;298.21;330.12108
19-apr-10;172.2496;94.8241;95.3361;78.4484;134.0191;90.3991;220.4723;164.3053;210.0627;142.0292;151.6019;107.369;89.8807;253.22059;309.96049;409.55772;281.63388;351.03577;288.13155;341.5881;208.40607;269.68076;263.43759;276.50107;443.83155;504.75755;528.60788;-9999;492.38;206.356;237.96329;304.65542;174.45425;224.04248;178.357;197.603;178.666;729.032;126.07869;138.85425;103.1557;135.86062;4668.57;359.92;10641.22;3660.77;1776.567;92.839;1984.318;316.45;2013.53;14004.79;661.271;81.45;133.2404;298.23;330.14924
20-apr-10;174.4486;94.6964;95.8445;78.0784;134.6263;90.7617;221.8187;165.2392;211.4755;143.3417;152.4865;107.3858;90.4519;253.18272;309.79396;409.28124;281.41445;350.60474;287.37904;340.46186;208.3162;269.27078;263.10452;276.02185;443.50045;504.56937;528.85537;-9999;493.4;206.481;238.0128;304.89213;173.91759;223.88329;178.307;197.436;178.764;730.157;126.32583;139.38992;103.25679;137.07586;4738;365.36;10701.01;3696.42;1796.989;94.275;2000.328;320.59;2023.6;13994.4;663.251;83.45;134.49;298.24;330.15844
21-apr-10;174.1224;94.8542;96.4989;78.3652;135.0812;91.0662;222.6325;166.3806;212.2603;143.69;153.6597;107.3348;90.908;253.15555;309.70683;409.01711;281.23898;350.32476;286.42407;338.32482;208.25581;269.05765;263.50613;276.56895;444.25418;506.09645;531.20736;-9999;493.52;206.69;238.18893;305.03467;174.4347;224.01718;178.357;197.547;179.039;731.422;126.29502;139.06469;103.161;136.69158;4680.4;357.12;10658.47;3659.24;1804.124;93.971;1998.313;318.86;2034.53;14237.52;668.84;82.93;134.9941;298.25;330.16596
22-apr-10;175.5525;94.8809;96.9891;78.6743;135.6378;91.7302;222.6858;167.1982;213.9302;144.7878;154.871;107.3372;91.5647;252.90978;309.10307;407.90026;279.76078;348.07496;282.36982;333.19386;207.73919;268.25972;263.85217;277.05677;443.53464;504.85887;529.84775;-9999;492.15;206.711;238.11229;304.39542;174.26805;224.03312;178.354;197.515;178.892;731.696;126.04174;139.08383;103.11363;135.91587;4600.93;347.29;10517.86;3622.09;1793.451;93.624;2002.932;320.69;2045.16;14056.55;665.405;83.1;135.3789;298.23;330.17503
